_id,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,canRate,viewerRating,likeCount,publishedAt,updatedAt,label
6651837620ee1df904ba499a,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,judul lagu di menit 01.14 apa si ka?,judul lagu menit apa si ka,@putrakalojudulygmenitapasika,https://yt3.ggpht.com/ytc/AIdro_lq49U0-jdE7LQSvGiMuT3_6xrMDbv5R_KlPfowczw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@putrakalojudulygmenitapasika,UCStdTPyyAaLkl4ErwiGSKmw,true,none,0,2016-01-29T02:58:37Z,2016-01-29T02:58:37Z,netral
6651837620ee1df904ba499b,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Rewind ter the best ini sih, nice",rewind ter the best sih nice,@fanny7022,https://yt3.ggpht.com/XmnAS6j1cekPPAXNsCQarscPQsoVODCyKB-n1KjWVW6tRC52TUaV0Hh1uWj04kQxYMfn7Rv41s4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@fanny7022,UCV9qAgXUrzHIijRA7vaI8sA,true,none,0,2020-12-20T02:35:56Z,2020-12-20T02:35:56Z,positif
6651837620ee1df904ba499c,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,ini lagu nya apa aja ada yang tau??????????????????,lagu nya apa aja yang tau,@abdulloharasyid6758,https://yt3.ggpht.com/ytc/AIdro_l3MdiyGNQA_OsBMxO-UE739_wuE2ezoHOyz0KjnPZMjLk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@abdulloharasyid6758,UC5Mj0ZjExTzhVBsRkth23pw,true,none,0,2016-02-10T13:18:02Z,2016-02-10T13:18:02Z,netral
6651837620ee1df904ba499d,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Andai...,andai,@gabrielericson4555,https://yt3.ggpht.com/ytc/AIdro_kGkjTImwrVekDNHBzoGCTrVB0s5d8Uw8hSadVBbxrd5h8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gabrielericson4555,UCms2CrCmGsZL45iHJrHxcmg,true,none,0,2020-07-03T06:13:44Z,2020-07-03T06:13:44Z,negatif
6651837620ee1df904ba499e,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,anjirrr keren gilak youtubers indonesia,anjir keren gilak youtubers indonesia,@viraayukandhi930,https://yt3.ggpht.com/ytc/AIdro_lPLhpAQMefuaxc-Ljmfn4F3O-60gKmVxzL04bmlj5GFzc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@viraayukandhi930,UC6hIgORXUK5_JEqECu2SRBg,true,none,0,2015-12-11T07:35:45Z,2015-12-11T07:35:45Z,positif
6651837620ee1df904ba49a0,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Di sini azka masih jadi bocah tk sekarang udah besar bgt,sini azka jadi bocah tk sekarang udah besar bgt,@user-qy5rl1kd6z,https://yt3.ggpht.com/ytc/AIdro_kGbzuHsf8CGdiFeKVM3TKi9r4JmymtqTsx0WMjsLQvZuItYdhl3_7MMdXoz9-I9Xxg9g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-qy5rl1kd6z,UCIVCuApvEWwEbpl9EKNsXkg,true,none,2,2024-01-21T14:08:51Z,2024-01-21T14:08:51Z,netral
6651837620ee1df904ba49a1,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,lagu detik 34,lagu detik,@robbyge3465,https://yt3.ggpht.com/ytc/AIdro_mWx7vEYyB0QdraTewxYZnZsUpl8BvlyC5FijSRFQpHBQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@robbyge3465,UCuy2SdvxZkoaFOlXlggjhiw,true,none,0,2016-03-23T07:49:29Z,2016-03-23T07:49:29Z,netral
6651837620ee1df904ba49a3,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"nunggu youtube rewind 2016,pas nonton baru nyadar kalo ada bang arief Muhammad",nungu youtube rewind pas nonton baru nyadar kalau bang arief muhamad,@najilahaniva2799,https://yt3.ggpht.com/ytc/AIdro_kUwAoCOtWac6MMidgfNJ1MXpDF4vPm3mILWgFRF4oyzA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@najilahaniva2799,UCSjh1NpUMfJVMrvZfE-bv_A,true,none,1,2016-12-18T07:29:42Z,2016-12-18T07:29:56Z,netral
6651837620ee1df904ba49a4,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,wow seru banget video kompak lagi,wow seru banget video kompak,@angelaparamita3738,https://yt3.ggpht.com/ytc/AIdro_mvP2cjG_B_kbs9c4Z9d0YNXcvsRN_9w0cPyHu4wKYp-oY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@angelaparamita3738,UCfQ0Zkf8XjVycPCxxSML-Zw,true,none,0,2015-12-29T14:00:24Z,2015-12-29T14:00:24Z,positif
6651837620ee1df904ba49a5,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Am I only one who always watching this video all the time?,am only one who always watching this video al the time,@Tessaoke,https://yt3.ggpht.com/ytc/AIdro_m2EBGqiXfPp0s486iVQBLcSr_uU3knnH9P59CNgh09N9c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Tessaoke,UC5ZbG7WZXGfFQHAiYO3FGLA,true,none,0,2016-01-25T06:40:14Z,2016-01-25T06:40:14Z,positif
